Cod FGO,Cod produs,Nume produs,Categorie,Categorie conta,Stoc initial,UM,Pret vanzare fara TVA (RON),Pret vanzare cu TVA (RON),Pret intrare,Moneda pret intrare,TVA %,Descriere
00448514,18647-KKAK-900,18647-KKAK-900 PIPE COMP AIR,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00449401,18647-LBA2-E00,18647-LBA2-E00 PIPE COMP AIR /C,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00447666,18647-LBE8-900,18647-LBE8-900 ROHR FUR SEKUNDARLUFT,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00450684,18656-LBA2-E00,18656-LBA2-E00 DUCT AICV REED VALVE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,3.92,4.66,,EUR,21,Ansamblu recirculare
00447570,18656-LDC8-E10,18656-LDC8-E10 DUCT AICV REED VALVE,Pe comanda,Marfuri gestiune 1 firma,1,BUC,41.3223,50,,EUR,21,Furtun
00451479,18656-LDF7-E10,18656-LDF7-E10 DUCT AICV REED VALVE,Pe comanda,Marfuri gestiune 1 firma,1,BUC,37.1901,45,,EUR,21,Furtun
00448065,18656-LEJ3-E10,18656-LEJ3-E10 TUBE AICV-REED VALVE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00450983,18657-LDC8-E10,18657-LDC8-E10 TUBE ASSY AICV INLET PIPE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,24.7934,30,,EUR,21,Furtun
00446596,18805-KHB4-910,18805-KHB4-910 ELEMENT ASS'Y AIR/C,Pe comanda,Marfuri gestiune 1 firma,2,BUC,0,0,,EUR,21,
00447455,1880A-LBA7-E0A,1880A-LBA7-E0A AIC-AICV ASSY,Pe comanda,Marfuri gestiune 1 firma,0,BUC,123.9669,150,,EUR,21,Ansamblu recirculare
00449459,1880A-LDC8-E10,1880A-LDC8-E10 AIC AICV ASSY,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Ansamblu recirculare
00449888,1880A-LFA5-E0A,1880A-LFA5-E0A AI/C-AICV ASSY,Pe comanda,Marfuri gestiune 1 firma,0,BUC,16.97,20.19,,EUR,21,
00450830,18812-KBE2-900,18812-KBE2-900 SEAL AIR CLEANER COVER,Pe comanda,Marfuri gestiune 1 firma,0,BUC,1.19,1.42,,EUR,21,Garnitura
00450984,18814-LDC8-E10,18814-LDC8-E10 DUCT ASSY AICV-AIR,Pe comanda,Marfuri gestiune 1 firma,0,BUC,4.43,5.27,,EUR,21,Furtun
00448287,19001-KHV8-004,19001-KHV8-004 MV1298 BALL BEARING,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00448487,19005-LBA7-900,19005-LBA7-900 SHROUD ASSY,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00446955,19005-LFA7-E00,19005-LFA7-E00 SHROUD ASSY,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00449667,19005-PWB1-900,19005-PWB1-900 FAN COOLING SMALL,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00449460,19010-LBA7-900,19010-LBA7-900 RADIATOR COMP,Marfuri,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Radiator
00447813,19010-LDB5-E00,19010-LDB5-E00 RADIATOR COMP,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,Radiator
00446622,19010-LEA5-E00,19010-LEA5-E00 RADITOR COMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Radiator
00447851,19010-LFA7-E00,19010-LFA7-E00 RADIATOR COMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Radiator
00448153,19010-LKG7-E00,19010-LKG7-E00 RADIATOR COMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Radiator
00449772,19010-PTA1-900,19010-PTA1-900 RADIATOR COMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Radiator
00450259,19012-KHD8-900,19012-KHD8-900 UNIT RADIATOR CAP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,5.9,7.02,,EUR,21,Cap radiator
00447729,19020-KHD8-900,19020-KHD8-900 FANCOOLING,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00450659,19020-LBA2-E00,19020-LBA2-E00 FAN COOLING,Pe comanda,Marfuri gestiune 1 firma,0,BUC,9.76,11.61,,EUR,21,Elice ventilator
00447730,19030-LBA7-900,19030-LBA7-900 MOTOR ASSY FAN,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00449761,19102-ALC1-E00-N1R,19102-ALC1-E00-N1R DUCT COOLING AIR,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00445204,19102-KKC4-900,19102-KKC4-900 DUCT COOLING AIR,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,
00450403,19102-LBA7-910-N1R,19102-LBA7-910-N1R DUCT COOLING AIR,Pe comanda,Marfuri gestiune 1 firma,0,BUC,5.96,7.09,,EUR,21,Masca grila radiator
00450405,19103-LBA7-900,19103-LBA7-900 GRID RADIATOR,Pe comanda,Marfuri gestiune 1 firma,0,BUC,1.68,2,,EUR,21,Grila radiator
00450676,19111-GBE2-004,19111-GBE2-004 CAP COMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,5.7,6.78,,EUR,21,Capac radiator
00446973,19111-PRB3-900,19111-PRB3-900 CAP COMP RADIATOR,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,
00446580,19200-LBA2-E00,19200-LBA2-E00 WATER PUMP ASSY,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Pompa de apa
00448769,19200-LDB5-E00,19200-LDB5-E00 WATER PUMP ASSY,Pe comanda,Marfuri gestiune 1 firma,0,BUC,361.9835,438,,EUR,21,Pompa de apa
00447505,19200-LEE8-E00,19200-LEE8-E00 WATER PUMO ASSY,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,Pompa de apa
00449816,19200-LEE8-E00-FS2,19200-LEE8-E00-FS2 WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00445276,19210-KKC4-900,19210-KKC4-900 CAP RESERVE TANK,Pe comanda,Marfuri gestiune 1 firma,6,BUC,0,0,,EUR,21,
00451250,19211-KEBE-900,19211-KEBE-900 BODY WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,11.03,13.13,,EUR,21,Corp pompa de apa
00447153,19215-KFA5-900,19215-KFA5-900 IMPELLER WATER,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00447614,19215-KHE7-900,19215-KHE7-900 IMPELLER WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,3,BUC,0,0,,EUR,21,
00449812,19215-KHE7-900-FS2,19215-KHE7-900-FS2 IMPELLER WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,2,BUC,0,0,,EUR,21,
00448188,19215-LEA7-E00,19215-LEA7-E00 IMPELLER WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Elice pompa apa
00445658,19217-6G57-024,19217-6G57-024 SEAL MECHANICAL,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00445585,19217-KED9-900,19217-KED9-900 SEAL MACHINAL,Pe comanda,Marfuri gestiune 1 firma,2,BUC,0,0,,EUR,21,
00448789,19217-KFA5-900,19217-KFA5-900 SEAL MECHANICAL,Pe comanda,Marfuri gestiune 1 firma,3,BUC,0,0,,EUR,21,
00450910,19217-PRB9-E01,19217-PRB9-E01 SEAL MECHANICAL,Pe comanda,Marfuri gestiune 1 firma,0,BUC,17.39,20.69,,EUR,21,Presetupa pompa apa
00448759,19217-ZPA3-E00,19217-ZPA3-E00 SEAL MECHANICAL,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Presetupa
00449828,19217-ZPA3-E00-FS5,19217-ZPA3-E00-FS5 SEAL MECHANICAL,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00451316,19217-ZPA3-E01,19217-ZPA3-E01 SEAL MECHANICAL,Pe comanda,Marfuri gestiune 1 firma,1,BUC,118.1818,143,,EUR,21,Presetupa
00448100,19221-KFA5-900,19221-KFA5-900 COVER WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00450919,19221-KKJ9-011,19221-KKJ9-011 COVER WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,4.07,4.84,,EUR,21,Capac pompa apa
00446257,19229-KED9-900,19229-KED9-900 GASKET WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,2,BUC,0,0,,EUR,21,
00447154,19229-KFA5-900,19229-KFA5-900 GASKET WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,Garnitura pompa apa
00450909,19229-KFA5-980,19229-KFA5-980 GASKET WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,1.04,1.24,,EUR,21,Garnitura pompa apa
00445749,19229-KHE7-900,19229-KHE7-900 GASLET WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,
00451294,19229-LBA2-E00-MA3076,19229-LBA2-E00-MA3076 RING WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,6.38,7.72,,EUR,21,Garnitura pompa apa
00446170,19229-LBA7-900,19229-LBA7-900 GASKET WATER COMP,Pe comanda,Marfuri gestiune 1 firma,3,BUC,18.1818,22,,EUR,21,Garnitura pompa apa
00450876,19229-LBA7-C00,19229-LBA7-C00 GASKET WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,5,BUC,0.58,0.69,,EUR,21,Garnitura pompa apa
00449090,19229-LDB5-E00,19229-LDB5-E00 RING WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00449151,19229-LDB5-E00,19229-LDB5-E00 MV8055 ORING,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00447044,19229-LEA7-E00,19229-LEA7-E00 GASKET WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,18.1818,22,,EUR,21,Garnitura pompa apa
00451455,19229-LFA7-E00,19229-LFA7-E00 GASKET WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,1,BUC,18.1818,22,,EUR,21,Garnitura pompa apa
00451361,19229-LKM5-E00,19229-LKM5-E00 RING WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,2.93,3.55,,EUR,21,Inel pompa de apa
00447155,19231-KFA5-900,19231-KFA5-900 SHAFT WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,Ax pompa apa
00446443,19231-KKJ9-011,19231-KKJ9-011 SHAFT WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Ax pompa apa
00447900,19231-KKJ9-C00,19231-KKJ9-C00 SHAFT WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,Ax pompa apa
00450176,19231-LEA7-E00,19231-LEA7-E00 SHAFT WATER PUMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,9.62,11.45,,EUR,21,Ax pompa apa
00450177,19232-LBA2-E00,19232-LBA2-E00 WASHER 21*13.8*1.5,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0.86,1.02,,EUR,21,Saiba 21*13.8*1.5
00445882,19300-KAE1-004,19300-KAE1-004 THERMO STAT ASSY,Pe comanda,Marfuri gestiune 1 firma,2,BUC,0,0,,EUR,21,Termostat
00447634,19300-LBA2-E00,19300-LBA2-E00 THERMOSTAT ASSY,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Termostat
00450263,19300-LFA7-E0A,19300-LFA7-E0A THERMOSTAT ASSY,Pe comanda,Marfuri gestiune 1 firma,0,BUC,34.45,34.45,,EUR,21,Termostat
00445354,19310-KEBE-900,19310-KEBE-900 CASE COMP THERMOSTAT,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,Carcasa termostat
00447471,19310-KHE7-900,19310-KHE7-900 CASE COMP THERMOSTAT,Pe comanda,Marfuri gestiune 1 firma,0,BUC,57.8512,70,,EUR,21,Carcasa termostat
00448532,19310-LBA2-E00,19310-LBA2-E00 CASE COMP THERMOSTAT,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00451259,19310-LDB5-E00,19310-LDB5-E00 CASE COMP THERMOSTAT,Pe comanda,Marfuri gestiune 1 firma,0,BUC,18,18,,EUR,21,
00451000,19310-LDF2-900,19310-LDF2-900 CASE COMP THERMOSTAT,Pe comanda,Marfuri gestiune 1 firma,0,BUC,14,14,,EUR,21,
00450653,19315-KEBE-900,19315-KEBE-900 COVER THERMOSTAT,Pe comanda,Marfuri gestiune 1 firma,0,BUC,2.14,2.55,,EUR,21,Capac termostat
00448533,19315-LBA2-E00,19315-LBA2-E00 COVER THERMOSTAT,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00448297,19315-LBA7-900,19315-LBA7-900 COVER THERMOSTAT,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Capac termostat
00451162,19315-LFA7-E00,19315-LFA7-E00 COVER COMP THERMOSTAT,Pe comanda,Marfuri gestiune 1 firma,0,BUC,4,4.76,,EUR,21,Capac termostat
00447100,19317-LBA2-E00,19317-LBA2-E00 ORING 18.3*2,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00445693,19410-KEB7-900,19410-KEB7-900 HOSE COOLING,Pe comanda,Marfuri gestiune 1 firma,2,BUC,0,0,,EUR,21,
00448019,19501-KHE7-900,19501-KHE7-900 HOSE A WATER,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00445148,19501-LLJ3-E00,19501-LLJ3-E00 HOSE A WATER,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Furtun
00448020,19502-KHE7-900,19502-KHE7-900 HOSE B WATER,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00451136,19502-LEA7-E00,19502-LEA7-E00 HOSE B WATER,Pe comanda,Marfuri gestiune 1 firma,0,BUC,5.33,6.34,,EUR,21,Furtun B
00448884,19503-LLJ3-E00,19503-LLJ3-E00 HOSE C WATER,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00451260,19504-LBA2-E00,19504-LBA2-E00 CLAMP D16.8,Pe comanda,Marfuri gestiune 1 firma,0,BUC,3,3,,EUR,21,
00446015,19505-KEBE-900,19505-KEBE-900 HOSE WATER F,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00451261,19505-LBA2-E00,19505-LBA2-E00 CLAMP WATER HOSE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,4,4,,EUR,21,
00451123,19505-LDB5-E00,19505-LDB5-E00 HOSE WATER F ENG-RADIATOR,Pe comanda,Marfuri gestiune 1 firma,0,BUC,13.2,15.71,,EUR,21,Furtun radiator
00451262,19507-LBA2-E00,19507-LBA2-E00 CLAMP WATER HOSE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,4,4,,EUR,21,
00451190,19507-LDB5-E00,19507-LDB5-E00 CLAMP D28,Pe comanda,Marfuri gestiune 1 firma,0,BUC,1.75,2.08,,EUR,21,Colier
00449781,19509-LBA2-E00,19509-LBA2-E00 MA3079 HUB FOR FRONT WHEEL,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00445750,19600-KEB8-900,19600-KEB8-900 COVER ASSY FAN,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,
00446949,19610-GLW0-902,19610-GLW0-902 FAN COVER COMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00451552,1961A-BLB3-E00,1961A-BLB3-E00 COVER ASSY A,Pe comanda,Marfuri gestiune 1 firma,0,BUC,66.1157,80,,EUR,21,Capac ventilator
00451337,1961A-KUDU-E10,1961A-KUDU-E10 COVER ASSY FAN,Pe comanda,Marfuri gestiune 1 firma,0,BUC,90.9091,110,,EUR,21,Carena capac ventilator
00446950,19620-GAR1-881,19620-GAR1-881 SHROUD COMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00448424,19620-KZCZ-900,19620-KZCZ-900 SHROUD COMP,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00451018,19625-KEE1-C00,19625-KEE1-C00 SEAL SHROUND,Pe comanda,Marfuri gestiune 1 firma,0,BUC,2.62,3.12,,EUR,21,Garnitura
00447045,19625-KUDU-910,19625-KUDU-910 SEAL SHROUND,Pe comanda,Marfuri gestiune 1 firma,0,BUC,27.2727,33,,EUR,21,Garnitura cauciuc
00446635,1962A-KEB7-900,1962A-KEB7-900 CLIP SET SHROUND,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00450229,1962A-KEE1-900,1962A-KEE1-900 SHROUND ASSY A,Pe comanda,Marfuri gestiune 1 firma,0,BUC,3.98,4.74,,EUR,21,Capac motor A
00449713,1962A-KEE1-C00,1962A-KEE1-C00 SHROUNS ASSY A,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,
00451562,1962A-KKE3-900,1962A-KKE3-900 SHROUND ASSY A,Pe comanda,Marfuri gestiune 1 firma,0,BUC,76.0331,92,,EUR,21,Capac ventilatie
00450236,1962A-KKE3-C00,1962A-KKE3-C00 SHROUD ASSY A,Pe comanda,Marfuri gestiune 1 firma,0,BUC,3.51,4.18,,EUR,21,Capac racire A
00451338,1963A-ADB2-C00,1963A-ADB2-C00 SHROUD ASSY B,Pe comanda,Marfuri gestiune 1 firma,0,BUC,3.26,3.94,,EUR,21,Ansamblu carcasa
00449714,1963A-KGBG-900,1963A-KGBG-900 SHROUND ASSY B,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,
00450412,1963A-KUDU-900,1963A-KUDU-900 SHROUND ASSY B,Pe comanda,Marfuri gestiune 1 firma,0,BUC,11.86,14.11,,EUR,21,Capac motor B
00450237,1963A-KUDU-C00,1963A-KUDU-C00 SHROUD ASSY B,Pe comanda,Marfuri gestiune 1 firma,0,BUC,4.39,5.22,,EUR,21,Capac racire B
00450230,1963A-LDC8-E10,1963A-LDC8-E10 SHROUND ASSY B,Pe comanda,Marfuri gestiune 1 firma,0,BUC,5.97,7.1,,EUR,21,Capac motor B
00451563,1963A-LDF7-E10,1963A-LDF7-E10 SHROUND ASSY B,Pe comanda,Marfuri gestiune 1 firma,0,BUC,80.1653,97,,EUR,21,Capac ventilatie B
00447125,21124-LKM5-E00,21124-LKM5-E00 OIL SEAL 42*51*4,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,
00448503,21200-KFA1-900,21200-KFA1-900 CASE COMP MISSION,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Carcasa transmisie
00446258,21200-LCD9-E00,21200-LCD9-E00 CASE COMP MISIION,Pe comanda,Marfuri gestiune 1 firma,2,BUC,569.4215,689,,EUR,21,Carter transmisie
00451310,21201-LCA5-E00,21201-LCA5-E00 CASE MISSION,Pe comanda,Marfuri gestiune 1 firma,0,BUC,39,47.19,,EUR,21,Carcasa transmisie
00446582,21202-LCD9-E00,21202-LCD9-E00 CAP MISION,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Capac transmisie
00446259,21203-LCD9-E00,21203-LCD9-E00 CASE FINAL SHAFT,Pe comanda,Marfuri gestiune 1 firma,2,BUC,185.9504,225,,EUR,21,Carcasa ax final
00445205,21310-LDB1-900,21310-LDB1-900 ROLLER COMP WEIGHT,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,
00449187,21395-KEC4-980,21395-KEC4-980 GASKET MISSION CASE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Garnitura transmisie
00446573,21395-KEC4-C10,21395-KEC4-C10 GASKET MISION CASE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Garnitura transmisie
00447977,21395-KEC4-E90,21395-KEC4-E90 GASKET TRANSMISION CASE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Garnitura transmisie
00446065,21395-KHE7-900,21395-KHE7-900 GASKET MISSION COVER A,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Garnitura transmisie
00449742,21395-KHE7-980,21395-KHE7-980 GASKET MISSION COVER A,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Garnitura transmisie
00450269,21395-KNBN-C10,21395-KNBN-C10 GASKET MISSION CASE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,1.75,2.08,,EUR,21,Garnitura transmisie
00450447,21395-KNBN-E90,21395-KNBN-E90 GASKET MISSION CASE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,3.32,3.95,,EUR,21,Garnitura transmisie
00450875,21395-LBA2-E00,21395-LBA2-E00 GASKET MISSION COVER,Pe comanda,Marfuri gestiune 1 firma,0,BUC,3.41,4.06,,EUR,21,Garnitura transmisie
00450707,21395-LBA2-E00-MA3082,21395-LBA2-E00-MA3082 GASKET MISSION COVER,Pe comanda,Marfuri gestiune 1 firma,1,BUC,20.99,24.98,,EUR,21,Garnitura transmisie
00446661,21395-LBA7-900,21395-LBA7-900 GASKET MISSION CASE,Marfuri,Marfuri gestiune 1 firma,1,BUC,42.975,52,,EUR,21,Garnitura transmisie
00449823,21395-LBA7-900-FS5,21395-LBA7-900-FS5 GASKET MISSION,Pe comanda,Marfuri gestiune 1 firma,2,BUC,0,0,,EUR,21,Garnitura transmisie
00449701,21395-LCD2-E00,21395-LCD2-E00 GASKET MISSION COVER A,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Garnitura transmisie
00447623,21395-LCD3-E0A,21395-LCD3-E0A GASKET MISSION CASE A,Pe comanda,Marfuri gestiune 1 firma,0,BUC,56.1983,68,,EUR,21,Garnitura cutie
00000416,21395-LCD9-E00,21395-LCD9-E00 GASKET MISSION CASE,Marfuri,Marfuri gestiune 1 firma,2,BUC,41.3223,50,,EUR,21,Garnitura transmisie
00446481,21395-LCD9-E00,21395-LCD9-E00 GASKET MISSION CASE,Marfuri,Marfuri gestiune 1 firma,5,BUC,45.4545,55,,EUR,21,Garnitura transmisie
00450392,21395-LDB1-700,21395-LDB1-700 GASKET MISSION COVER,Pe comanda,Marfuri gestiune 1 firma,0,BUC,33.0579,40,,EUR,21,Garnitura transmisie
00450244,21395-LDF2-900,21395-LDF2-900 GASKET MISSION CASE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,9.4,11.19,,EUR,21,Garnitura transmisie
00445586,21395-LEA5-E00,21395-LEA5-E00 GASKET MISION CASE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Garnitura transmisie
00448324,21395-LEA7-E00,21395-LEA7-E00 GASKET MISSUION CASE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Garnitura transmisie
00451214,21395-LGC6-E00,21395-LGC6-E00 GASKET MISSION COVER,Pe comanda,Marfuri gestiune 1 firma,0,BUC,8.66,10.31,,EUR,21,Garnitura transmisie
00449588,21395-LLJ3-E0A,21395-LLJ3-E0A GASCKET MISSION COVER A,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Garnitura transmisie
00451673,21395-YZA6-E00,21395-YZA6-E00 TRANSMISSION GASKET,Pe comanda,Marfuri gestiune 1 firma,0,BUC,28.9256,35,,EUR,21,Garnitura transmisie
00445514,21396-LCD9-E00,21396-LCD9-E00 GASKET MISSION COVER,Pe comanda,Marfuri gestiune 1 firma,2,BUC,0,0,,EUR,21,Carnitura capac
00451604,22100-ADG5-E00,22100-ADG5-E00 OUTER COMP CLUTCH,Pe comanda,Marfuri gestiune 1 firma,0,BUC,304.1322,368,,EUR,21,Oala ambreaj
00000601,22100-GAR1-751,22100-GAR1-751 CLUTCH OUTER,Pe comanda,Marfuri gestiune 1 firma,0,BUC,86.7769,105,,EUR,21,Oala ambreaj
00448315,22100-GHAH-721,22100-GHAH-721 FACE COMP DRIVE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00448114,22100-LBA2-E00,22100-LBA2-E00 CLUTCH OUTER,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Oala ambreaj
00449474,22100-LBA7-C00,22100-LBA7-C00 OUTER CLUTCH,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,
00451198,22100-LDC8-E10,22100-LDC8-E10 CLUTCH OUTER,Pe comanda,Marfuri gestiune 1 firma,0,BUC,81.8182,99,,EUR,21,Oala ambreaj
00449033,22100-LEA7-E00,22100-LEA7-E00 OUTER COMP CLUTCH,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,Oala ambreaj
00448828,22100-LFA5-900,22100-LFA5-900 FACE COMP MOVABLE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,0,0,,EUR,21,
00448834,22101-KEBE-900,22101-KEBE-900 CLUTCH DRIVE,Pe comanda,Marfuri gestiune 1 firma,0,BUC,139.6694,169,,EUR,21,Oala ambreaj
00446075,22101-KHE7-900,22101-KHE7-900 OUTER CLUTCH,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,
00445277,22101-LBA7-900,22101-LBA7-900 OUTER CLUTCH,Pe comanda,Marfuri gestiune 1 firma,5,BUC,0,0,,EUR,21,
00450271,22101-LBA7-C00,22101-LBA7-C00 OUTER CLUTCH,Marfuri,Marfuri gestiune 1 firma,1,BUC,165.2893,200,,EUR,21,Oala ambreaj
00448366,22102-GHAH-721,22102-GHAH-721 FACE COMP DRIVE,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,Flansa cu pale variator
00447682,22102-KEBE-900,22102-KEBE-900 FACE DRIVE,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,Flansa cu pale variator
00445847,22102-KHE7-900,22102-KHE7-900 FACE DRIVE,Marfuri,Marfuri gestiune 1 firma,4,BUC,81.8182,99,,EUR,21,Flansa cu pale variator
00449808,22102-KHE7-C00,22102-KHE7-C00 FACE DRIVE,Pe comanda,Marfuri gestiune 1 firma,3,BUC,0,0,,EUR,21,Flansa cu pale variator
00445828,22102-KKC3-900,22102-KKC3-900 FACE DRIVE,Marfuri,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,Flansa cu pale variator
00449702,22102-KUDU-220,22102-KUDU-220 FACE DRIVE,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,Flansa cu pale variator
00447403,22102-KUDU-E80,22102-KUDU-E80 FACE DRIVE,Pe comanda,Marfuri gestiune 1 firma,2,BUC,78.5124,95,,EUR,21,Flansa cu pale variator
00446016,22102-LBA2-E00,22102-LBA2-E00 FACE DRIVE,Pe comanda,Marfuri gestiune 1 firma,1,BUC,0,0,,EUR,21,Flansa cu pale variator
